nombre_buscado,tier_sala,nivel,target,sp_num_albums,sp_num_singles,sp_num_eps,sp_num_total_releases,sp_anos_activo,sp_releases_por_ano,sp_dias_desde_ultimo_release,sp_ratio_albums_singles,sp_avg_duration_ms,sp_pct_explicit,sp_pct_colabs,lfm_oyentes,lfm_oyentes_log,lfm_scrobbles,lfm_scrobbles_log,lfm_scrobbles_por_oyente,lfm_num_generos,yt_suscriptores,yt_suscriptores_log,yt_vistas_totales,yt_vistas_log,yt_num_videos,yt_vistas_por_video,yt_vistas_por_suscriptor,yt_edad_canal_anos,sl_avg_canciones,sl_pct_encore,sl_num_paises,sl_num_conciertos,sl_pct_espana,trend_gtrends_interes_medio,trend_gtrends_log,trend_yt_vistas_recientes,trend_yt_vistas_recientes_log,trend_yt_videos_recientes,trend_yt_vistas_por_video_reciente
Soge Culebra,2,medio,2,2,8,0,10,8.0,1.25,59.0,0.2222222222222222,199866.0,0.0,1.0,57913.0,10.966714430533441,1323574.0,14.095846966969681,22.85452316405643,2,820000.0,13.617060838751888,297029534.0,19.509342136267147,119.0,2496046.504201681,362.23113902439025,13.686516084873375,0.0,0.0,1.0,18.0,1.0,10.34,2.428336298299606,999523.0,13.815034444640311,5.0,199904.6
Diego 900,2,medio,2,4,6,0,10,7.0,1.43,724.0,0.5714285714285714,187244.77777777778,0.7777777777777778,0.3333333333333333,15103.0,9.622714888385282,1788712.0,14.397006924803085,118.43421836721181,5,6490.0,8.778171881033469,2763871.0,14.832143153101278,46.0,60084.15217391304,425.86610169491524,12.722792607802875,0.0,0.0,1.0,2.0,1.0,8.28,2.2278615467981093,319395.0,12.674186991203102,5.0,63879.0
Judeline,3,alto,3,1,9,0,10,4.0,2.5,158.0,0.1,186426.25,0.0,0.5,210395.0,12.256746748258129,9055429.0,16.018875135748075,43.04013403360346,5,72200.0,11.187209175200515,28749777.0,17.17414060343869,28.0,1026777.75,398.1963573407202,8.487337440109513,5.01,0.0,20.0,100.0,0.53,36.57,3.6262058595858777,37454.0,10.530895491381983,5.0,7490.8
JC REYES,3,alto,3,3,7,0,10,6.0,1.67,39.0,0.375,168321.0,1.0,1.0,105909.0,11.570344955837715,4051710.0,15.214649819003565,38.25652210860267,3,1050000.0,13.864301674514206,1507336821.0,21.133610236594027,128.0,11776068.9140625,1435.5588771428572,6.652977412731006,0.0,0.0,1.0,20.0,1.0,61.06,4.128101659020234,9535805.0,16.070564324120596,5.0,1907161.0
FERNANDOCOSTA,3,alto,3,4,6,0,10,9.0,1.11,175.0,0.5714285714285714,189636.66666666666,0.16666666666666666,0.3333333333333333,28288.0,10.250228315491283,1237403.0,14.028526194658252,43.74303591628959,5,429000.0,12.969214528909768,292524013.0,19.494057320411535,154.0,1899506.5779220778,681.8741561771561,10.40930869267625,1.3793103448275863,0.0,1.0,29.0,1.0,3.47,1.4973884086254776,27645.0,10.227236331024303,5.0,5529.0
AMORE,1,bajo,1,1,3,0,4,4.0,1.0,245.0,0.25,179302.2,0.0,1.0,76277.0,11.242139840178178,1173377.0,13.975397326363414,15.383103687874458,5,4930.0,8.503297086224126,469567.0,13.059568402073666,6.0,78261.16666666667,95.24685598377282,5.664613278576318,,,,,,38.91,3.686626919060642,167322.0,12.027681355110914,5.0,33464.4
Mushkaa,1,bajo,1,2,8,0,10,3.0,3.33,172.0,0.2222222222222222,194873.25,0.125,1.0,25769.0,10.15696630364641,932583.0,13.745714506872064,36.19011215025806,5,25000.0,10.12667110305036,12930693.0,16.375114422934885,48.0,269389.4375,517.22772,4.818617385352498,,,,,,18.7,2.9806186357439426,274158.0,12.521463509036732,5.0,54831.6
Aissa,2,medio,2,1,9,0,10,7.0,1.43,102.0,0.1,173919.0,0.5,1.0,35214.0,10.469227407179512,702316.0,13.462140148033843,19.94422672800591,2,3140.0,8.052296499538647,12555445.0,16.34566507363861,97.0,129437.57731958762,3998.5493630573246,10.663928815879535,0.0,0.0,1.0,3.0,1.0,62.74,4.15481230898919,1280108.0,14.062455788520213,5.0,256021.6
Juseph,2,medio,2,2,8,0,10,5.0,2.0,164.0,0.2222222222222222,223128.0,1.0,1.0,34277.0,10.442259027952517,678321.0,13.427377380434441,19.789392303877236,5,65800.0,11.094390314766315,46197214.0,17.648430072849692,62.0,745116.3548387097,702.0853191489362,6.1738535249828885,0.0,0.0,1.0,2.0,1.0,25.74,3.286160571673797,95855.0,11.470602344323707,5.0,19171.0
Ptazeta,1,bajo,1,2,8,0,10,7.0,1.43,67.0,0.2222222222222222,182463.25,0.0,1.0,70728.0,11.166610951657786,842401.0,13.644012613968126,11.910431512272368,5,490000.0,13.102162710901053,211984029.0,19.172021499610146,101.0,2098851.7722772276,432.62046734693877,6.80082135523614,0.8775510204081632,0.0,1.0,49.0,1.0,21.06,3.0937660138253564,180961.0,12.106042343455098,5.0,36192.2
GRECAS,2,medio,2,2,8,0,10,5.0,2.0,165.0,0.2222222222222222,131152.5,0.75,0.25,21163.0,9.960056904024022,1303733.0,14.080743012930347,61.60435666020886,0,90100.0,11.408686542313973,54552512.0,17.814674337009944,51.0,1069657.0980392157,605.46628190899,8.657084188911705,0.0,0.0,1.0,13.0,1.0,42.91,3.782142084573626,87062.0,11.374387273506388,5.0,17412.4
Sosad,1,bajo,1,3,7,0,10,7.0,1.43,88.0,0.375,154623.0,0.2857142857142857,0.2857142857142857,5252.0,8.566554620953962,90404.0,11.412054854585254,17.213252094440215,0,121.0,4.804021044733257,46491.0,10.747035533763599,7.0,6641.571428571428,384.22314049586777,1.0732375085557837,,,,,,2.53,1.2612978709452054,45452.0,10.724434104027946,5.0,9090.4
SAM DAVIES,1,bajo,1,2,3,0,5,6.0,0.83,32.0,0.5,200253.57142857142,0.2857142857142857,1.0,18323.0,9.815966955006633,263836.0,12.483086767201188,14.399170441521585,4,9520.0,9.161255164285691,3622589.0,15.102699797588846,22.0,164663.13636363635,380.52405462184873,5.87542778918549,,,,,,0.0,0.0,46173.0,10.74017214809227,5.0,9234.6
El Virtual,1,bajo,1,6,3,0,9,8.0,1.12,353.0,1.5,185500.0,0.0,1.0,20507.0,9.928570332903591,1270266.0,14.054737672558709,61.94304383868923,4,23900.0,10.081675578048475,7259992.0,15.797889422613187,97.0,74845.27835051547,303.76535564853555,9.489390828199863,0.0,0.0,1.0,5.0,1.0,71.85,4.288402532641213,50024.0,10.820278159451934,5.0,10004.8
ARON,1,bajo,1,2,8,0,10,4.0,2.5,290.0,0.2222222222222222,,,,34445.0,10.447148159395692,484090.0,13.090028184554802,14.053999129046305,5,448000.0,13.012550743537489,55952930.0,17.840021377409087,24.0,2331372.0833333335,124.89493303571429,6.138261464750171,1.0,0.0,1.0,1.0,1.0,22.62,3.1620938107692163,2130994.0,14.572099564761718,5.0,426198.8
Kaydy Cain,2,medio,2,6,4,0,10,17.0,0.59,66.0,1.2,173594.66666666666,1.0,1.0,95438.0,11.466242578929814,4256284.0,15.263907272047325,44.597372115928664,5,709000.0,13.471612215950506,459192804.0,19.94498073429287,398.0,1153750.7638190954,647.6626290550071,11.1129363449692,1.6470588235294117,0.058823529411764705,2.0,17.0,0.9411764705882353,59.25,4.098502572370764,44068.0,10.69351186640545,5.0,8813.6
La Plazuela,2,medio,2,3,6,0,9,7.0,1.29,165.0,0.42857142857142855,206332.4,0.0,0.2,14693.0,9.595194526180222,410196.0,12.924392811088067,27.9177839787654,5,67400.0,11.118415133585586,38484526.0,17.46576682237223,20.0,1924226.3,570.9870326409496,10.316221765913758,1.7446808510638299,0.06382978723404255,2.0,47.0,0.9787234042553191,47.7,3.885679030088544,84163.0,11.340522555359202,5.0,16832.6
Cupido,1,bajo,1,0,4,0,4,4.0,1.0,38.0,0.0,153787.5,0.0,0.0,114933.0,11.65211332955078,2508801.0,14.735315906331785,21.828378272558794,5,10200.0,9.23024103368252,8181191.0,15.91734841923401,48.0,170441.47916666666,802.0775490196079,7.605749486652978,,,,,,28.94,3.3991953789914824,7035.0,8.85879510585745,5.0,1407.0
Claudio Montana,1,bajo,1,0,10,0,10,7.0,1.43,368.0,0.0,118142.57142857143,0.14285714285714285,0.5714285714285714,15362.0,9.63971730013066,506575.0,13.135429640772937,32.97584949876318,0,4030.0,8.301769763117166,676677.0,13.424950810978075,4.0,169169.25,167.90992555831266,11.394934976043805,0.0,0.0,1.0,1.0,1.0,7.6,2.151762203259462,237070.0,12.376114953311793,4.0,59267.5
pablopablo,1,bajo,1,2,8,0,10,4.0,2.5,215.0,0.2222222222222222,175918.85714285713,0.14285714285714285,0.5714285714285714,60635.0,11.012644055079909,1138436.0,13.94516682698646,18.775228828234518,5,9080.0,9.113939597689829,2361874.0,14.67496635308589,44.0,53678.954545454544,260.118281938326,4.577686516084873,1.0923076923076922,0.03076923076923077,9.0,65.0,0.6153846153846154,28.57,3.3867603338643857,104385.0,11.55585084582166,5.0,20877.0
TRISTÁN!,1,bajo,1,1,3,0,4,4.0,1.0,220.0,0.25,175026.5,0.25,1.0,56219.0,10.937027844460523,853776.0,13.657425314550087,15.186609509240649,1,3580.0,8.183397369998433,756955.0,13.537060406555938,11.0,68814.09090909091,211.43994413407822,13.35523613963039,,,,,,48.92,3.9104217240611723,49189.0,10.803445629789385,5.0,9837.8
Stereo Madness,1,bajo,1,1,3,0,4,2.0,2.0,234.0,0.25,194685.75,1.0,0.25,2095.0,7.647786045440933,57749.0,10.96387862838404,27.565155131264916,0,687.0,6.5337888379333435,94637.0,11.45781436571553,3.0,31545.666666666668,137.75400291120815,1.0787132101300478,,,,,,3.23,1.4422019930581866,28332.0,10.251782482029256,4.0,7083.0
Rebe,1,bajo,1,2,8,0,10,7.0,1.43,81.0,0.2222222222222222,184624.0,0.0,1.0,76371.0,11.243371415833355,1806279.0,14.406780039701491,23.65137290332718,5,15300.0,9.635673464721814,2266426.0,14.633715140593738,34.0,66659.58823529411,148.1324183006536,10.77618069815195,,,,,,33.0,3.5263605246161616,91683.0,11.426103161014257,5.0,18336.6
Guitarricadelafuente,1,bajo,1,2,8,0,10,8.0,1.25,367.0,0.2222222222222222,184247.25,0.0,0.0,130178.0,11.776665705425343,5269629.0,15.477470709324145,40.48018098296179,5,194000.0,12.175618592671356,81534689.0,18.21653913182209,17.0,4796158.176470588,420.28190206185565,8.112251882272416,4.9,0.16,12.0,100.0,0.73,20.77,3.080532875246456,136496.0,11.824057915343653,5.0,27299.2
Swiper,1,bajo,1,2,8,0,10,2.0,5.0,5.0,0.2222222222222222,169748.55555555556,1.0,0.4444444444444444,1200.0,7.0909098220799835,29867.0,10.304542952155593,24.889166666666668,0,255.0,5.545177444479562,19698.0,9.888323152016355,15.0,1313.2,77.24705882352941,2.105407255304586,,,,,,36.28,3.6184569898173904,6581.0,8.792093929503284,5.0,1316.2
Lil Supa,1,bajo,1,10,10,0,20,8.0,2.5,188.0,0.9090909090909091,222812.4,0.8,0.8,45020.0,10.7148843265641,2301076.0,14.648887832169036,51.11230564193691,5,656000.0,13.393917592315308,262221313.0,19.38469941508239,157.0,1670199.4458598725,399.7276112804878,14.362765229295004,10.346153846153847,0.07692307692307693,8.0,26.0,0.038461538461538464,8.49,2.2502386126218363,1847366.0,14.42927194003859,5.0,369473.2
Yassir,1,bajo,1,1,19,0,20,8.0,2.5,171.0,0.05,249710.6,0.2,1.0,15910.0,9.674765972907856,176836.0,12.082983683308608,11.114770584538027,5,6390.0,8.762646029650282,2752526.0,14.828029956795167,93.0,29597.05376344086,430.75524256651016,6.357289527720739,,,,,,5.15,1.8164520818184267,16213.0,9.693630345547652,5.0,3242.6
David Marley,2,medio,2,2,28,0,30,7.0,4.29,17.0,0.06896551724137931,166607.4,0.2,1.0,10789.0,9.28637505825218,100690.0,11.51981170033318,9.332653628695894,0,14200.0,9.561067663645012,11597351.0,16.266287354155622,42.0,276127.40476190473,816.7148591549296,8.56125941136208,,,,,,,,9891.0,9.199481628641307,5.0,1978.2
Love Yi,1,bajo,1,4,15,0,19,9.0,2.11,25.0,0.25,297650.2,0.6,1.0,12653.0,9.44572864970683,266664.0,12.493748467962423,21.07516004109697,3,47000.0,10.757924157061597,22831235.0,16.943640156330908,83.0,275075.1204819277,485.7709574468085,8.594113620807667,0.0,0.0,1.0,6.0,1.0,2.47,1.244154593958768,101245.0,11.525308478015557,5.0,20249.0
Sami Deluxe,1,bajo,1,1,3,0,4,3.0,1.33,60.0,0.25,168280.55555555556,0.4444444444444444,1.0,126.0,4.844187086458591,1326.0,7.190676034332207,10.523809523809524,0,246000.0,12.413090879946887,150744923.0,18.831099721362875,220.0,685204.1954545454,612.7842398373983,20.591375770020534,,,,,,3.3,1.4586150226995167,146450.0,11.894446180501602,5.0,29290.0
Semon,1,bajo,1,1,6,0,7,4.0,1.75,84.0,0.14285714285714285,149633.0,0.0,0.375,1327.0,7.191429330036379,33365.0,10.41529269641562,25.14318010550113,5,728.0,6.591673732008658,4696.0,8.454679286026995,4.0,1174.0,6.450549450549451,8.342231348391513,,,,,,9.79,2.378619779270043,4714.0,8.458504195067558,4.0,1178.5
La Musa,1,bajo,1,1,3,0,4,1.0,4.0,74.0,0.25,286120.25,0.75,1.0,1903.0,7.55171221535131,22902.0,10.039023185328821,12.034682080924856,5,2830.0,7.9483852851118995,440376.0,12.995386457217103,10.0,44037.6,155.60989399293285,0.5503080082135524,,,,,,66.66,4.214495163352562,27465.0,10.220704155090226,5.0,5493.0
Main Costa,1,bajo,1,2,13,0,15,7.0,2.14,10.0,0.14285714285714285,181675.375,1.0,1.0,2746.0,7.918264686095274,13351.0,9.49942146534167,4.861981063364895,1,2650.0,7.8826922062890254,331987.0,12.712854102667082,73.0,4547.767123287671,125.27811320754716,7.731690622861054,,,,,,11.62,2.5352828571130672,5604.0,8.63141433550626,5.0,1120.8
Sami Duque,1,bajo,1,0,20,0,20,7.0,2.86,4.0,0.0,193367.6,0.2,1.0,3306.0,8.103796712981794,22992.0,10.042945100762001,6.954627949183303,0,16.0,2.833213344056216,19549.0,9.880730565413511,1.0,19549.0,1221.8125,13.141683778234086,,,,,,3.53,1.5107219394949425,19551.0,9.880832861971323,1.0,19551.0
Papi Trujillo,1,bajo,1,5,15,0,20,10.0,2.0,24.0,0.3125,260519.8,1.0,1.0,7454.0,8.916640227198839,91077.0,11.41947156121897,12.218540381003487,0,324.0,5.783825182329737,36483.0,10.50462908730005,12.0,3040.25,112.60185185185185,6.160164271047228,,,,,,0.0,0.0,13197.0,9.487820581943367,5.0,2639.4
BEA PELEA,1,bajo,1,4,7,0,11,10.0,1.1,31.0,0.5,164578.25,0.0,1.0,64180.0,11.0694624957204,817458.0,13.613956027590648,12.736958554066687,5,18400.0,9.820160289946374,6803526.0,15.732951712150777,70.0,97193.22857142857,369.756847826087,9.612594113620808,1.8461538461538463,0.0,6.0,13.0,0.38461538461538464,3.75,1.55814461804655,235734.0,12.370463571748214,5.0,47146.8
Pepe y Vizio,2,medio,2,4,16,0,20,9.0,2.22,82.0,0.23529411764705882,200279.8,0.0,0.8,22651.0,10.028003427233696,395433.0,12.88773917489385,17.457639839300693,0,104000.0,11.552155793461898,125349240.0,18.646614327504373,194.0,646130.1030927835,1205.2811538461538,9.850787132101301,0.0,0.0,1.0,3.0,1.0,33.53,3.541828511401901,238665.0,12.382820363974682,5.0,47733.0
ACRU,1,bajo,1,4,7,0,11,9.0,1.22,74.0,0.5,236474.0,0.4,1.0,38090.0,10.5477333127379,1247971.0,14.037030391762386,32.76374376476765,1,555000.0,13.22672519452875,217542027.0,19.197902622009988,234.0,929666.782051282,391.96761621621624,12.301163586584531,3.09,0.02,7.0,100.0,0.05,,,85746.0,11.359156378993442,5.0,17149.2
ToteKing,2,medio,2,10,10,0,20,20.0,1.0,762.0,0.9090909090909091,303639.2,0.8,1.0,41321.0,10.629150324772754,1274000.0,14.057672900043293,30.83178045061833,5,229000.0,12.34148164933907,117867621.0,18.585072705230427,32.0,3683363.15625,514.705768558952,7.912388774811773,0.6865671641791045,0.0,2.0,67.0,0.9850746268656716,24.42,3.2355362657613083,334213.0,12.719536785349208,5.0,66842.6
Foyone,2,medio,2,10,10,0,20,10.0,2.0,164.0,0.9090909090909091,302904.14285714284,0.7142857142857143,0.8571428571428571,24325.0,10.099301016178382,649466.0,13.383907305487918,26.699527235354573,5,465000.0,13.049794835104816,288058696.0,19.47867482636176,261.0,1103673.1647509579,619.4810666666667,17.232032854209447,0.8,0.0,3.0,20.0,0.9,19.08,2.9997242948235283,417225.0,12.941383320397035,5.0,83445.0
Sceno,1,bajo,1,5,5,0,10,9.0,1.11,45.0,0.8333333333333334,234805.0,0.75,1.0,491.0,6.198478716492308,4609.0,8.435983135990694,9.386965376782078,3,1210.0,7.099201743553092,37153.0,10.52282671595135,25.0,1486.12,30.70495867768595,8.008213552361397,,,,,,5.15,1.8164520818184267,601.0,6.400257445308821,5.0,120.2
Kase.O,2,medio,2,7,3,0,10,15.0,0.67,75.0,1.75,212156.6,0.0,0.4,68365.0,11.132630904004008,2499188.0,14.731476837209367,36.55654209025086,5,2.0,1.0986122886681098,326.0,5.7899601708972535,6.0,54.333333333333336,163.0,14.318959616700889,3.2222222222222223,0.04040404040404041,7.0,99.0,0.696969696969697,7.34,2.1210632163706555,243.0,5.497168225293202,5.0,48.6
Marko Italia,1,bajo,1,2,8,0,10,7.0,1.43,4.0,0.2222222222222222,219569.0,0.125,1.0,2110.0,7.65491704784832,14657.0,9.592741540485795,6.946445497630331,0,7060.0,8.862341963516347,2604590.0,14.772786215084754,39.0,66784.35897435897,368.9220963172805,5.004791238877481,,,,,,3.66,1.5390154481375546,27321.0,10.215447517447432,5.0,5464.2
Akapellah,1,bajo,1,10,30,0,40,14.0,2.86,354.0,0.3225806451612903,325665.2,0.6,1.0,54904.0,10.913359698031813,1033968.0,13.848915352943443,18.83228908640536,2,1870000.0,14.441449523589984,648727216.0,20.29052287352328,144.0,4505050.111111111,346.91294973262035,11.852156057494867,0.1,0.0,7.0,20.0,0.25,12.77,2.6224923127405635,5238175.0,15.471483904096226,5.0,1047635.0
Hard GZ,3,alto,3,7,16,0,23,10.0,2.3,165.0,0.4117647058823529,206378.6,0.4,1.0,27872.0,10.235413757309422,1375592.0,14.13439546883873,49.35390355912744,5,408000.0,12.919024904363686,279522835.0,19.44859455026306,203.0,1376959.7783251232,685.104987745098,13.675564681724847,0.0,0.0,2.0,27.0,0.9629629629629629,38.89,3.686125665917315,438876.0,12.991974470566587,5.0,87775.2
Teo Lucadamo,1,bajo,1,2,8,0,10,1.0,10.0,11.0,0.2222222222222222,167915.0,0.8,1.0,15875.0,9.672563813902956,345328.0,12.752252864792178,21.752944881889764,5,10700.0,9.278092474027002,1339317.0,14.107671087141542,24.0,55804.875,125.16981308411215,12.120465434633813,0.88,0.0,1.0,25.0,1.0,7.89,2.1849270495258133,14183.0,9.559869847754044,5.0,2836.6
Jesse Baez,1,bajo,1,4,6,0,10,10.0,1.0,6.0,0.5714285714285714,194452.6,0.0,1.0,86166.0,11.364042552726982,2024856.0,14.521009638745308,23.499477752245664,5,146000.0,11.891368749982085,73610915.0,18.114303887918883,38.0,1937129.3421052631,504.1843493150685,7.9808350444900755,4.666666666666667,0.0,8.0,21.0,0.09523809523809523,3.51,1.506297153514587,11487.0,9.349058291288005,5.0,2297.4
Vreno Yg,1,bajo,1,1,9,0,10,2.0,5.0,26.0,0.1,143404.44444444444,0.3333333333333333,0.3333333333333333,5779.0,8.662158961666423,135422.0,11.816158492095097,23.433465997577436,5,2060.0,7.630946580890459,727365.0,13.49718506862241,29.0,25081.55172413793,353.0898058252427,4.438056125941136,,,,,,2.62,1.2864740258376797,393393.0,12.882566933168526,5.0,78678.6
Zell,1,bajo,1,6,4,0,10,4.0,2.5,54.0,1.2,193170.66666666666,1.0,0.6666666666666666,40811.0,10.616731434795195,12698192.0,16.356970257841,311.14630859327144,5,120000.0,11.695255355062795,79428489.0,18.19036767797916,81.0,980598.6296296297,661.904075,10.590006844626968,13.0,0.0,4.0,12.0,0.08333333333333333,49.94,3.930648469551311,1762607.0,14.382305088386971,5.0,352521.4
